Cx ID,FB entry,ConstrName,Example,Pattern,Comment1,Comment2,Comment3,Source
16620,настать i3.1 (время),99i3.1_Настало время завтракать.,Настало время завтракать.,{время / пора} V Vinf,-,,НВ наставать,olesar
16622,настать i3.2 (время),99i3.2_Для интеллигенции настало время уходить в пастухи.,Для интеллигенции настало время уходить в пастухи.,{время / пора} V Vinf для + Sgen,-,,НВ наставать,olesar
16623,настать i3.3,99i3.3_Настало время иного.,Настало время иного.,{время / пора} V Sgen,-,,НВ наставать,olesar
16624,настать i3.4,99i3.4_Для Лужкова настала пора решительных перемен.,Для Лужкова настала пора решительных перемен.,{время / пора} V Sgen для + Sgen,-,,НВ наставать,olesar
16621,настать i3.5 (время),"99i3.5_Настанет день, когда казаки и горцы вместе пойдут на север.","Настанет день, когда казаки и горцы вместе пойдут на север.",{время / день} V когда + CL,-,,НВ наставать,olesar
15225,настроить i1,99i1_настраивать себя [свои мысли] на веселый [грустный] лад,,Snom V {себя / свои + мысли} на + {веселый / грустный} + лад,,,,APphras
15226,наступить1 i1,99i1_наступать на горло кому-л.,,Snom V на + горло Sdat,,,,APphras
15227,наступить1 i2,99i2_наступать кому-л. на любимую мозоль,,Snom V Sdat на + любимую + мозоль,,,,APphras
15228,наступить1 i3,99i3_медведь/слон на ухо наступил кому-л.,,{медведь / слон} на + ухо наступил Sdat,,,,APphras
15229,наступить1 i4,99i4_наступать кому-л. на пятки,,Snom V Sdat на + пятки,,,,APphras
15230,начать i1,99i1_начать издалека,,Snom V издалека,,,,APphras
15231,недоставать i1,99i1_этого (еще) (только) недоставало,,этого [еще] [только] {недоставало / недостает},,,,APphras
15232,недоставать i2,"99i2_еще недоставало, чтобы он приехал",,"еще {недоставало / недостает}, чтобы + CL",,,,APphras
16514,нести 99i3.2,99i3.2_Откуда Бог несёт?,Откуда Бог несёт?,Snom V {ADV / PRоткуда + Sx},-,,СВ принести,annovosyolova
15233,нести i1,99i1_нести чепуху/ахинею/ерунду/вздор,,Snom V {чепуху / ахинею / ерунду / вздор},,,,APphras
15234,нести i2,99i2_высоко/гордо нести голову,,Snom {высоко / гордо} V голову,,,,APphras
15235,нести i3,99i3.1_Куда тебя нелегкая несет?,Куда тебя нелегкая несет?,нелегкая несет Sacc [{ADV / PRкуда + Sx}],,,СВ понести,olesar
16506,нести i4,99i4_Несло куда-то,Несло куда-то!,несет [{ADV / PRкуда + Sx}],нет пациенса,несет куда-то,нет,annovosyolova
16533,нести i4,99i4_Несёт меня куда-то.,И ведь несёт меня куда-то бесу под хвост!,несет Sacc [{ADV / PRкуда + Sx}],нет агенса,несет меня куда-то,несет куда кого,annovosyolova
15236,носить i1,99i1_носить оружие,,Snom V оружие,,,,APphras
15237,носить i2,99i2_высоко/гордо носить голову,,Snom {высоко / гордо} V голову,,,,APphras
15238,носить i3,99i3_носить воду решетом,,Snom V воду решетом,,,,APphras
15239,носить i4,99i4_носить кого-л. на руках,,Snom V Sacc на + руках,,,,APphras
15240,носить i5,99i5_едва/еле/насилу ноги носят,,{едва / еле / насилу} ноги носят Sacc,,,,APphras
15241,носить i6,99i6_нелегкая носит кого-л. где-л.,,нелегкая носит Sacc {ADV / PRгде + Sx},,,,APphras
15242,носить i7,99i7_где кого-л. черти носят?,,где Sacc черти носят?,,,,APphras
15243,носить i8,99i8_как кого-л. земля носит,,как Sacc земля носит,,,,APphras
16261,носиться 1.14i,"1.14i_Что ты носишься с ним, как с писаной торбой.","Что ты носишься с ним, как с писаной торбой.",Snom V [с + Sins] как с + писаной + торбой,(идиом.),"1. + сдвиг 'заниматься, возиться'",СВ нет,olesar
15244,ночевать i1,99i1_и не ночевать где-л.,,Snom и не V {ADV / PRгде + Sx},,,СВ нет,APphras
15245,ночевать i2,99i2_дневать и ночевать где-л.,,Snom дневать и V {ADV / PRгде + Sx},,,СВ нет,APphras
15246,нюхать i1,99i1_ты (и) не нюхал карцера,,Snom [и] не нюхал Sgen,,,СВ нет,APphras
15247,нюхать i2,99i2_кто-л. пороха не нюхал,,Snom пороха не нюхал,,,СВ нет,APphras
16262,обеспечить 2.4i (об акциях),2.4_Акции обеспечены экономическими активами.,Акции обеспечены экономическими активами.,Snom V Sins,"Vpartcp.pass, актив невозможен",2. (о финансах),НВ обеспечивать,olesar
15248,обидеть i1,99i1_кто-л. мухи не обидит,,Snom [и] мухи не обидит,,,НВ нет,APphras
15249,облить i1,99i1_облить кого-л. грязью/помоями,,Snom V Sacc {грязью / помоями},,,,APphras
15250,облить i2,99i2_облить кого-л. презрением,,Snom V Sacc презрением,,,,APphras
15251,облить i3,99i3_облить кого-л. холодной водой,,Snom V Sacc холодной + водой,,,,APphras
15252,обойти i1,99i1_обойти что-л. молчанием,,Snom V Sacc молчанием,,,,APphras
15253,обойтись i1,99i1_что-л. не обойдется даром кому-л.,,Snom не обойдется даром Sdat,,,,APphras
15254,обойтись i2,99i2_что-л. обойдется в копеечку кому-л.,,Snom обойдется в + копеечку Sdat,,,,APphras
15255,обработать i1,99i1_обработать дело / дельце,,Snom V {дело / дельце},,,,APphras
15256,обратить i1,99i1_обратить оружие против кого-л.,,Snom V оружие против + Sgen,,,,APphras
15257,обратить i2,99i2_обратить кого-л. в бегство,,Snom V Sacc в + бегство,,,,APphras
15258,обратить i3,99i3_обратить кого-л. в свою веру,,Snom V Sacc в + свою + веру,,,,APphras
15259,обратить i4,99i4_обратить чье-л. внимание на что-л.,,Snom V APROacc + внимание на + Sacc,,,,APphras
15260,обратить i5,99i5_обратить кого-л. на путь истины/на путь истинный,,Snom V Sacc {на + путь + истины / на + путь + истинный},,,,APphras
15261,обратиться i1,99i1_обратиться в бегство,,Snom V в + бегство,,,,APphras
15262,обратиться i2,99i2_обратиться в зрение,,Snom V в + зрение,,,,APphras
15263,обратиться i3,99i3_обратиться в слух,,Snom V в + слух,,,,APphras
15264,объехать i1,99i1_объехать кого-л. на кривой/на вороных,,Snom V Sacc {на + кривой / на + вороных},,,,APphras
15265,овладеть i1,99i1_овладеть собой,,Snom V собой,,,,APphras
15266,оглядываться i1,99i1_оглянуться не успел,,Snom V не успел как + CL,,,НВ нет,APphras
15267,ожидать i1,99i1_как и следовало ожидать,,как и следовало V CL,,,,APphras
15268,опустить i1,99i1_опустить нос,,Snom V нос,,,,APphras
15269,опустить i2,99i2_опустить руки,Я не опустил руки.,Snom V руки,,,НВ опускать,olesar
15270,опустить i3,99i3_опустить перпендикуляр на что-л.,,Snom V перпендикуляр на + Sacc,,,,olesar
15271,опустить i4,99i4_как/будто/словно в воду опущенный,Марфуша ходила как в воду опущенная.,Snom V {как / будто / словно} в + воду опущенный,(идиом.),,НВ нет,olesar
11595,опустить i5,99i5_Он опустил их с небес на землю.,Он опустил их с небес на землю.,Snom V Sacc с небес на землю,(идиом.),,НВ опускать,olesar
15272,опуститься i1,99i1_опуститься на дно,,Snom V на + дно,,,,APphras
15273,опуститься i2,99i2_руки опустились у кого-л.,,руки опустились у + Sgen,<см. также 5>,,,APphras
15274,оскорбить i1,99i1_оскорбить чеи-л. взор/чье-л. зрение,,Snom V {APROacc + взор / APROacc + зрение},,,,APphras
15275,оскорбить i2,99i2_оскорбить чей-л. слух,,Snom V APROacc + слух,,,,APphras
15276,оскорбить i3,99i3_оскорбить кого-л. действием,,Snom V Sacc действием,,,,APphras
17999,ослабить i1,99i1_ослабленный гласный.,ослабленный гласный.,_Vpartcppass_ S,адъект. термин,,пасс. прич. прош. вр.,olesar
18000,ослабить i2,99i2_в ослабленной форме.,в ослабленной форме.,_Vpartcppass_ форма,метон.; адъект. оборот,,пасс. прич. прош. вр.,olesar
15277,оставаться i1,99i1_счастливо оставаться,,счастливо V [Sdat],,,СВ нет,APphras
15278,оставить i1,99i1_оставить мир,,Snom V мир,,,,APphras
15287,оставить i10,99i10_оставить кого-что-л. на попечение кому-л.,,Snom V Sacc на + попечение Sdat,,,,APphras
18428,оставить i10.2,99i10_оставить кого-что-л. на попечение кого-л.,Оставить детей на попечение бабушек и дедушек.,Snom _V_ Sacc на + попечение + Sgen,-,,НВ оставлять,olesar
15288,оставить i11,99i11_не оставить камня на камне от чего-л.,,Snom не V камня на + камне от + Sgen,,,,APphras
16950,оставить i12,99i12_Оставляю за собой право жаловаться в суд.,Оставляю за собой право жаловаться в суд. Суд оставил за ним право апеллировать в высшие инстанции.,Snom V право Vinf за + Sins,-,,НВ оставлять,olesar
15289,оставить i12,99i12_что-л. оставляет желать лучшего / многого,,Snom V желать {многого / лучшего},,,СВ нет,APphras
15279,оставить i2,99i2_оставить что-л. без ответа,,Snom V Sacc без + ответа,,,,APphras
15280,оставить i3,99i3_оставить что-л. без последствий,,Snom V Sacc без + последствий,,,,APphras
15281,оставить i4,99i4_не оставить выбора кому-л.,,Snom не V выбора Sdat,,,,APphras
15282,оставить i5,99i5_оставить кого-л. на второй год,,Snom V Sacc на + второй + год,,,,APphras
15283,оставить i6,99i6_оставить кого-л. с носом,,Snom V Sacc с + носом,,,,APphras
15284,оставить i7,99i7_оставить кого-л. в дураках,,Snom V Sacc в + дураках,,,,APphras
15285,оставить i8,99i8_оставить кого-л. на бобах,,Snom V Sacc на + бобах,,,,APphras
15286,оставить i9,99i9_оставить что-л. на память кому-л.,,Snom V Sacc на + память Sdat,,,,APphras
15290,остаться i1,99i1_остаться на второй год,,Snom V на + второй + год,,,,APphras
15291,остаться i2,99i2_остаться с носом,,Snom V с + носом,,,,APphras
15292,остаться i3,99i3_остаться ни с чем,,Snom V ни с + чем,,,,APphras
15293,остаться i4,99i4_[не] остаться в долгу (перед кем-л.),,Snom [не] V в + долгу [{перед + Sins / у + Sgen}],,,,APphras
15294,остаться i7,99i7_остаться на бумаге,,Snom V на + бумаге,,,,APphras
15295,остаться i8,99i8_остаться ни при чем,,Snom V ни при + чем,,,,APphras
15296,отбиться i1,99i1_отбиться от дома,,Snom V от + дома,,,,APphras
15297,отбиться i2,99i2_отбиться от рук,,Snom V от + рук,,,,APphras
15298,отвести i1,99i1_отвести душу,,Snom V душу,,,,APphras
15299,отвести i2,99i2_отвести глаза кому-л.,,Snom V глаза Sdat,,,,APphras
15300,ответить i1,99i1_отвечать головой за что-л.,,Snom V головой за + Sacc,,,,APphras
15301,отдать i1,99i1_отдавать якорь,,Snom V якорь,,,,APphras
15310,отдать i10,99i10_отдать свой голос за кого-л.,,Snom V свой + голос за + Sacc,,,,APphras
15311,отдать i11,99i11_отдать жизнь за кого-л.,,Snom V жизнь за + Sacc,,,,APphras
15312,отдать i12,99i12_отдать кого-л. замуж за кого-л.,,Snom V Sacc замуж за + Sacc,,,,APphras
15313,отдать i13,99i13_[не] отдавать себе отчета в чем-л.,,Snom [не] отдавать себе отчета в + Sloc,,,преим. НВ,APphras
15302,отдать i2,99i2_отдать концы,,Snom V концы,,,,APphras
15303,отдать i3,99i3_отдать визит кому-л.,,Snom V визит Sdat,,,,APphras
15304,отдать i4,99i4_отдавать дань [уважения] кому-л.,,Snom V дань + [уважения] Sdat,,,преим. НВ,APphras
15305,отдать i5,99i5_отдать последний долг кому-л.,,Snom V последний + долг Sdat,,,,APphras
15306,отдать i6,99i6_отдавать должное/справедливость кому-л.,,Snom V {должное / справедливость} Sdat,,,,APphras
15307,отдать i7,99i7_отдать богу душу,,Snom V богу душу,,,,APphras
15308,отдать i8,99i8_отдать сердце кому-л.,,Snom V сердце Sdat,,,,APphras
15309,отдать i9,99i9_отдать честь кому-л.,,Snom V честь Sdat,,,,APphras
15314,отдыхать i1,99i1_отдохнуть душой/сердцем,,Snom V {душой / сердцем},,,,APphras
15315,отказать i1,99i1_отказать кому-л. от дома,,Snom V Sdat от + дома,,,,APphras
15316,отказаться i1,99i1_не откажусь,Не откажусь выпить стакан вина,не откажусь Vinf,,,преим. СВ,APphras
15317,открыть i1,99i1_открыть Америку,,Snom V Америку,,,,APphras
15318,открыть i2,99i2_открыть счет,,Snom V счет,,,,APphras
15319,открыть i3,99i3_открыть дверь куда-л.,,Snom V дверь {ADV / PRкуда + Sx},,,,APphras
15320,открыть i4,99i4_открыть объятия кому-л.,,Snom V объятия Sdat,,,,APphras
15321,открыть i5,99i5_открыть карты перед кем-л.,,Snom V карты перед + Sins,,,,APphras
15322,открыть i6,99i6_открыть кому-л. глаза на что-л.,,Snom V Sdat глаза на + Sacc,,,,APphras
15323,открыться i1,99i1_рана открылась,,рана открылась,,,,APphras
15324,открыться i2,99i2_глаза открываются у кого-л. на что-л.,,глаза открываются у + Sgen на + Sacc,,,,APphras
15325,отложить 3.i1,3.i1_отложить дело в долгий ящик,,Snom V дело в + долгий + ящик,,,НВ откладывать,olesar
15326,отнять i1,99i1_отнять ребенка от груди,,Snom V ребенка от + груди,,,,APphras
15327,отнять i2,99i2_отнять жизнь у кого-л.,,Snom V жизнь у + Sacc,,,,APphras
15328,отойти i1,99i1_отойти в вечность,,Snom V в + вечность,,,,APphras
15329,отойти i2,99i2_(навсегда) отойти в прошлое,,Snom [навсегда] V в + прошлое,,,,APphras
15330,отойти i3,99i3_у кого-л. отошло от сердца,,у + Sgen отошло от + сердца,,,,APphras
15331,оторвать i1,99i1_оторвать что-л. от себя,,Snom V Sacc от + себя,,,,APphras
15332,оторвать i2,99i2_с руками оторвать что-л.,,Snom с + руками V Sacc,<прост.>,,,APphras
15333,отправить i1,99i1_отправить что-л. в рот,,Snom V Sacc в + рот,,,,APphras
15334,отправить i2,99i2_отправить что-л. на дно,,Snom V Sacc на + дно,,,,APphras
15335,отправить i3,99i3_отправить кого-л. на тот свет,,Snom V Sacc на + тот + свет,,,,APphras
18737,отправить i4,99i4_отправить в нокаут / в нокдаун,-,Snom V Sacc {в + нокаут / в + нокдаун},-,,НВ отправлять,olesar
15336,отправиться i1,99i1_отправиться к предкам/к праотцам/на тот свет,,Snom V {к + предкам / к + праотцам / на + тот + свет},,,,APphras
15337,отпустить i1,99i1_отпустить чью-л. душу на покаяние,,Snom V APROacc + душу на + покаяние,,,,APphras
17458,отрезать 99i2,99i2_как отрезанный ломоть,"Сын как отрезанный ломоть, управы на него нету",Snom {как / будто / словно} отрезанный ломоть,-,,-,mbelova
15338,отрезать i1,99i1_как/точно/словно (ножом) отрезало,,Sacc {как / точно / словно} [ножом] Vimpers,,,НВ нет,olesar
17460,отрезать i2,99i2_Семь раз отмерь - один отрежь.,Семь раз отмерь - один отрежь.,Snom V NUMacc _V_ NUMacc,-,,НВ отрезать,olesar
17470,отрезать i3,99i3_Он сказал как отрезал.,Нет! - сказал он как отрезал.,Snom V как отрезал,-,,НВ нет,olesar
17480,отрезать i4,99i4_отрезанный ломоть,-,Vpartcppass ломоть,-,,атриб.; НВ нет,olesar
15339,падать i1,99i1_падать в обморок,,Snom V в + обморок,,,СВ упасть,APphras
15340,падать i2,99i2_падать духом,,Snom V духом,,,СВ пасть,APphras
15341,падать i3,99i3_падать в чьих-л. глазах [в чьем-л. мнении],,Snom V {в + Aloc + глазах / в + Aloc + мнении},,,СВ упасть,APphras
15342,падать i4,99i4_падать кому-л. в объятия,,Snom V Sdat в + объятия,,,СВ упасть,APphras
15343,падать i5,99i5_падать как снег на голову,,Snom V как снег на + голову,,,СВ упасть,APphras
15344,падать i6,99i6_сердце падает (в груди) (у меня),,сердце падает [в + груди] [у + Sacc],,,СВ упасть,APphras
15345,пасть i1,99i1_пасть жертвой чего-л.,,Snom V жертвой -> Sgen,,,НВ нет,APphras
15346,пахать i1,99i1_и мы пахали!,,[и] мы пахали!,,,СВ нет,APphras
18780,пахать i2.1,99i2.1_Нам еще пахать и пахать.,"Нам еще пахать и пахать. Да какое, там еще пахать и пахать.",[Sdat] [ADV] еще _Vinf_ и _Vinf_,-,,СВ нет,olesar
18781,пахать i2.2,99i2.2_На ней еще пахать и пахать можно.,На ней еще пахать и пахать можно.,на + Sloc еще _Vinf_ и _Vinf_,(перен. о человеке или инструменте),,СВ нет,olesar
15347,пахнуть i1,99i1_пахнет порохом,,[Snom] пахнет порохом,,,,APphras
15348,пахнуть i2,99i2_деньги не пахнут,,деньги не пахнут,,,,APphras
15349,пахнуть i3,99i3_чем-л. и не пахнет,,Sins и не пахнет,,,,APphras
15350,пачкать i1,99i1_руки пачкать,Неохота руки пачкать о такого!,PRAEDIC руки V [об + Sacc],,,,APphras
15351,перебегать i1,99i1_перебегать дорогу кому-л.,,Snom V дорогу Sdat,,,,APphras
15352,перевести i1,99i1_перевести дыхание / дух,,Snom V {дыхание / дух},,,,APphras
15353,перевести i2,99i2_(делать что-л.) не переводя дыхания,,Snom V не переводя дыхания,,,СВ нет,APphras
15354,передать i1,99i1_передать что-л. в чье-л. распоряжение,,Snom V Sacc в + APROacc + распоряжение,,,,APphras
15355,передать i2,99i2_передать маме привет / поклон от меня,,Snom V Sdat {привет / поклон} от + Sacc,,,,APphras
15356,перейти i1,99i1_это перешло всякие границы,,это перешло всякие + границы,,,,APphras
15357,перелить i1,99i1_переливать из пустого в порожнее,,Snom V из + пустого в + порожнее,,,СВ нет,APphras
15358,петь i1,99i1_петь с чужого голоса,,Snom V с + чужого + голоса,,,,APphras
15359,петь i2,99i2_петь Лазаря,,Snom V Лазаря,,,,APphras
15360,петь i3,99i3_петь другую песню,,Snom V другую + песню,,,,APphras
15361,петь i4,99i4_петь все свое,,Snom V все свое,,,,APphras
15362,петь i5,99i5_петь петухом,,Snom V петухом,,,,APphras
12176,петь i6,99i6.2_они пели ему осанну,"Российский IT-рынок, которому последнее время поют осанну.",Snom V Sacc Sdat,-,СВ пропеть,СВ пропеть,olesar
15363,петь i6.1,99i6.1_петь дифирамбы кому-л.,,Snom V дифирамбы Sdat,,,СВ пропеть,olesar
17476,петь i6.3,99i6.3_петь хвалу кому-л.,-,Snom петь хвалу Sdat,-,,СВ пропеть,olesar
15364,петь i7,99i7_петь славу/славословие кому-л.,,Snom V {славу / славословие} Sdat,,,,APphras
15365,петь i8,99i8_петь глухому обедню,,Snom V глухому обедню,,,,APphras
15366,печатать i1,99i1_печатать шаг,,Snom V шаг,,,СВ нет,APphras
15367,писать i1,99i1_писать вензеля,,Snom V вензеля,,,СВ нет,APphras
15368,писать i2,"99i2_писать, как курица лапой",,"Snom V, как курица лапой",,,СВ нет,APphras
15369,писать i3,"99i3_говорит, как пишет",,"Snom говорит, как пишет",,,СВ нет,APphras
15370,писать i4 / пропасть i3,99i4_пиши пропало,"Если мы, не дай Бог, зашли в Макдоналдс, то все ― пиши пропало -- весь Биг-мак будет на нем.",CL [{и / то / тогда}] [всё] пиши пропало,,,СВ нет (писать); НВ нет (пропасть),APphras
15371,писать i5,99i5_и пошло писать/и пошла писать губерния,,CL и пошло V,,,СВ нет (писать); НВ нет (пойти),APphras
15372,писать i6,99i6_и пошло писать/и пошла писать губерния,,CL и пошла V губерния,,,СВ нет (писать); НВ нет (пойти),APphras
15373,писать i7,99i7_закон не писан кому-л.,,закон не писан Sdat,,,СВ нет,APphras
15374,писать i8,99i8_(это) вилами по воде писано,,[это] вилами по + воде писано,,,СВ нет,APphras
15375,пить i1,99i1_пить мертвую/без просыпу/запоем,,Snom V {мертвую / без + просыпу / запоем},,,СВ нет,APphras
15376,пить i2,99i2_пить горькую чашу,,Snom V горькую чашу,,,СВ выпить,APphras
15377,пить i3,99i3_пить чью-л. кровь,,Snom V APROacc + кровь,,,СВ нет,APphras
15378,пить i4,99i4_пить как сапожник,,Snom V как сапожник,,,СВ нет,APphras
15379,пить i5,99i5_пить с кем-л. (на) брудершафт,,Snom V с + Sins на + брудершафт,,,СВ выпить,APphras
15381,плавать i1,99i1_мелко плавать,,Snom мелко V,,,,APphras
15382,плавать i2,"99i2_плавать, как топор",,"Snom V, как топор",,,,APphras
15383,плакать i1,99i1_хоть плачь,,CL хоть Vimper,,,,APphras
15384,плакать i2,99i2_плакать в жилетку кому-л.,,Snom V в + жилетку Sdat,,,,APphras
15385,плакать i3,99i3_плакали его денежки,,плакали его + денежки,,,,APphras
12455,плакать i3,99i3.2_Плакали и денежки и любовь.,Плакали и денежки и любовь.,Snom V,-,,-,olesar
15386,плакать i4,99i4_палка плачет о ком-л./по ком-л.,,палка плачет {о + Sloc / по + Sloc},,,,APphras
15387,плакать i5,99i5_тюрьма плачет о ком-л./по ком-л.,,тюрьма плачет {о + Sloc / по + Sloc},,,,APphras
15388,платить i1,99i1_платить той же монетой,,Snom V той + же + монетой,,,СВ заплатить,APphras
15389,плыть i1,99i1_плыть кому-л. в руки,,Snom V Sdat в + руки,,,,APphras
15390,плыть i2,99i2_плыть против течения,,Snom V против + течения,,,,APphras
15391,плыть i3,99i3_плыть сквозь пальцы,,Snom V сквозь + пальцы,,,,APphras
15392,плыть i4,99i4_плыть по течению,,Snom V по + течению,,,,APphras
15393,плясать i1,99i1_плясать под чужую дудку,,Snom V под + чужую + дудку,,,,APphras
17909,победа  i2,"99i2_Гром победы, раздавайся.","Гром победы, раздавайся.","гром победы, раздавайся",(прецедентный текст),,-,olesar
18458,победа i3,99i3_Пиррова победа,Пиррова победа,победа Пиррова,-,,-,olesar
15394,повернуть i1,99i1_повернуть оглобли,,Snom V оглобли,,,,APphras
15395,повернуть i2,99i2_куда/как ни поверни (все плохо),,{куда / как} ни поверни [{все плохо / CL}],,,преим. СВ,APphras
12166,повернуть i3,99i3_Они смогли повернуть прошлое вспять.,Они смогли повернуть прошлое вспять.,Snom V Sacc {ADV / PRкуда + Sx},-,,-,felicia
15396,повернуться i1,99i1_повернуться лицом к чему-л.,,Snom V лицом к + Sdat,,,,APphras
15397,повернуться i2,99i2_повернуться спиной к кому-л.,,Snom V спиной к + Sdat,,,,APphras
15398,повернуться i3,99i3_негде повернуться,,негде V [{ADV / PRгде + Sx}] [Sdat],,,преим. СВ,APphras
15399,повернуться i4,99i4_только поворачивайся/только успевай поворачиваться,,только {поворачивайся / успевай поворачиваться} CL,,,СВ нет,APphras
15400,повернуться i5,99i5_язык (не) повернется у него (сказать/спросить что-л.),,язык [не] {повернется / повернулся} у + Sacc {сказать / спросить} [{Sacc / о + Sloc}],,,,APphras
15401,повысить i1,99i1_повысить голос / тон,,Snom V {голос / тон},,,,APphras
15402,погрузиться i1,99i1_с головой погрузиться во что-л.,,Snom с + головой V в + Sacc,,,,APphras
15403,подать i1,99i1_подать весть (о себе),,Snom V весть [о + себе],,,,APphras
15412,подать i10,99i10_подать повод кому-л.,,Snom V повод Sdat,,,,APphras
15413,подать i11,99i11_подать пример кому-л.,,Snom V пример Sdat,,,,APphras
15414,подать i12,99i12_подать руку кому-л.,,Snom V руку Sdat,,,,APphras
15415,подать i13,99i13_подать руку помощи кому-л.,,Snom V руку + помощи Sdat,,,,APphras
15416,подать i14,99i14_подать совет кому-л.,,Snom V совет Sdat,,,,APphras
15417,подать i15,99i15_подать голос против / за кого-л.,,Snom V голос {против + Sgen / за + Sacc},,,,APphras
15418,подать i16,99i16_подать в суд на кого-л.,,Snom V в + суд на + Sacc,,,,APphras
15419,подать i17,99i17_рукой подать до чего-л.,,рукой V до + Sgen [{ADVPRO / PRоткуда + Sx}],,,НВ нет,APphras
15404,подать i2,99i2_[не] подать вид(у),,"Snom [не] V {вид / виду}, [что + CL]",,,,APphras
15405,подать i3,99i3_подать голос,,Snom V голос,,,,APphras
15406,подать i4,99i4_подать команду,,Snom V команду,,,,APphras
15407,подать i5,99i5_подать сигнал,,Snom V сигнал,,,,APphras
15408,подать i6,99i6_подать в отставку,,Snom V в + отставку,,,,APphras
15409,подать i7,99i7_подать знак кому-л.,,Snom V знак Sdat,,,,APphras
15410,подать i8,99i8_подать идею/мысль кому-л.,,Snom V {идею / мысль} Sdat,,,,APphras
15411,подать i9,99i9_подать надежду кому-л.,,Snom V надежду Sdat,,,,APphras
15420,подвести i1,99i1_подвести часы,,Snom V часы,,,,APphras
15421,подвести i2,99i2_подвести кого-л. под монастырь,,Snom V Sacc под + монастырь,,,,APphras
15422,подвести i3,99i3_подвести мину под кого-что-л.,,Snom V мину под + Sacc,,,,APphras
15423,поддаваться i1,99i1_поддаваться на удочку,,Snom V на + удочку [-> Sgen],,,,APphras
15424,поднять i1,99i1_поднять вопрос (о чем-л.),,Snom V вопрос [о + Sloc],,,,APphras
15433,поднять i10,99i10_поднять кого-л. в галоп / карьер,,Snom V Sacc {в + галоп / в + карьер},(лошадь),,,APphras
15434,поднять i11,99i11_поднять меч/оружие (на кого-л.),,Snom V {меч / оружие} [на + Sacc],,,,APphras
15435,поднять i12,99i12_поднять руку на кого-л.,,Snom V руку на + Sacc,,,,APphras
15436,поднять i13,99i13_поднять кого-л. на смех,,Snom V Sacc на + смех,,,,APphras
15437,поднять i14,99i14_поднять кого-л. на штыки,,Snom V Sacc на + штыки,,,,APphras
15438,поднять i15,99i15_поднять кого-л. на щит,,Snom V Sacc на + щит,,,,APphras
15439,поднять i16,99i16_поднимай выше!,,поднимай выше CL,,,преим. НВ,APphras
15425,поднять i2,99i2_поднять знамя чего-л.,,Snom V знамя -> Sgen,,,,APphras
15426,поднять i3,99i3_поднять карту,,Snom V карту,,,,APphras
15427,поднять i4,99i4_поднять паруса,,Snom V паруса,,,,APphras
15428,поднять i5,99i5_поднять петли,,Snom V петли,,,,APphras
15429,поднять i6,99i6_поднять якорь,,Snom V якорь,,,,APphras
15430,поднять i7,99i7_поднять голос против кого-чего-л.,,Snom V голос против + Sgen,,,,APphras
15431,поднять i8,99i8_поднять голос в защиту кого-чего-л./за кого-что-л.,,Snom V голос {в + защиту + Sgen / за + Sacc},,,,APphras
15432,поднять i9,99i9_поднять бокал / тост за кого-что-л.,,Snom V {бокал / тост} за + Sacc,,,,APphras
15440,подняться i1,99i1_подняться в чьих-л. глазах [в чьем-л. мнении],,Snom V {в + APROloc + глазах / в + APROloc + мнении},,,,APphras
15441,подняться i2,99i2_рука не поднялась сделать что-л.,,рука не поднялась Vinf,,,,APphras
15442,подойти i1,99i1_подойти к концу,,Snom V к + концу,,,,APphras
15443,подписаться i1,99i1_подписаться обеими руками,,Snom V обеими + руками,,,,APphras
15444,пожать i1,99i1_пожать плечами,,Snom V плечами,,,,APphras
15445,поздравить i1,99i1_с чем вас и поздравляю!,,с + чем вас Snom и поздравляю!,,,преим. НВ,APphras
15446,поить i1,99i1_поить и кормить,,Snom V и кормить Sacc,,,СВ нет,APphras
15447,показать i1,99i1_[не] показать вид(у),,Snom [не] V [и] {вид / виду} [что + CL],,,,APphras
15456,показать i10,99i10_показать товар лицом,,Snom V товар лицом,,,,APphras
15448,показать i2,99i2_(и) носа не показывать где-л.,,Snom [и] носа не V {ADV / PRгде + Sx},,,преим. НВ,APphras
15449,показать i3,99i3_показать кому-л. свои когти,,Snom V Sdat свои + когти,,,,APphras
15450,показать i4,99i4_показать кому-л. кузькину мать,,Snom V Sdat кузькину + мать,,,преим. СВ,APphras
15451,показать i5,99i5_показать кому-л. пример,,Snom V Sdat пример,,,,APphras
15452,показать i6,99i6_показать кому-л. свои пятки,,Snom V Sdat свои + пятки,,,,APphras
15453,показать i7,99i7_показать кому-л. спину,,Snom V Sdat спину,,,,APphras
15454,показать i8,99i8_показать кому-л. язык,,Snom V Sdat язык,,,,APphras
15455,показать i9,99i9_показать кому-л. на дверь,,Snom V Sdat на + дверь,,,,APphras
15457,показаться i1,"99i1_с какими глазами я [ты, он,... ] покажусь [покажешься,...] где-л. [кому-л.]",,с + какими + глазами SPROnom V {ADV / PRгде + Sx} [Sdat],,,,APphras
15458,покинуть i1,99i1_покинуть кого-л. на произвол судьбы,,Snom V Sacc на + произвол + судьбы,,,,APphras
15459,покорить i1,99i1_покорить чье-л. сердце,,Snom V Aacc + сердце,,,,APphras
15460,покрыть i1,99i1_покрыть кого-что-л. Поцелуями,,Snom V Sacc поцелуями,,,,APphras
